Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,593925,0.791811,648651445184,136874,98442718272,364774,485036744704,172,225259520,69219,1.26816e+06
1.6384e+07,1188813,0.792565,1298539201472,273897,196585851968,730407,971100700672,182,241459200,137105,1.26803e+06
2.4576e+07,1783858,0.792949,1948751520704,410140,293797280832,1096433,1457466617856,180,235057152,205318,1.26784e+06
3.2768e+07,2377906,0.792678,2597447828416,546134,390794304576,1461291,1942336307200,185,248438784,273501,1.26774e+06
4.096e+07,2972232,0.792591,3246451372992,683652,489005235264,1826367,2427488493568,180,237080576,341687,1.26767e+06
4.9152e+07,3567106,0.792596,3895767462848,818531,585879964736,2191653,2912976744448,189,249241600,409897,1.26769e+06
5.7344e+07,4162026,0.792696,4545635894208,953669,682425097280,2557409,3399016878080,198,260943872,477954,1.26767e+06
6.5536e+07,4756875,0.792717,5195152585664,1089482,779709291584,2922940,3884676263936,185,243638272,545878,1.26764e+06
7.3728e+07,5351555,0.792752,5844801663936,1225980,877073443904,3288502,4370455187456,162,213483520,613894,1.26761e+06
8.192e+07,5946501,0.79285,6495027868608,1362062,974282083392,3654484,4856896159744,202,268251136,681909,1.26763e+06
