Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,731640,0.923968,747573336728,125,120042856,106625,143554830336,0,0,118.318,1.058e+06
1.6384e+07,1462389,0.9234,1494075441760,137,139980192,212811,286537490432,0,0,118.47,1.05787e+06
2.4576e+07,2192633,0.923108,2240285239600,108,104040144,317357,427165061120,0,0,117.695,1.05767e+06
3.2768e+07,2923845,0.923287,2987721900536,111,105160200,424626,571668955136,0,0,118.008,1.05793e+06
4.096e+07,3654205,0.923161,3734059414312,126,130677976,530490,714217340928,0,0,117.918,1.05792e+06
4.9152e+07,4384398,0.923207,4481131205440,138,139476160,636105,856392925184,0,0,117.781,1.05808e+06
5.7344e+07,5115100,0.923193,5227894553704,144,140391320,742174,999204192256,0,0,117.887,1.05807e+06
6.5536e+07,5846116,0.923136,5974303359232,138,142970624,848365,1142126325760,0,0,117.884,1.05796e+06
7.3728e+07,6577139,0.923187,6721522615624,115,116423352,955947,1286999375872,0,0,118.086,1.05804e+06
8.192e+07,7307287,0.923125,7467777029112,99,99085320,1062083,1429898407936,0,0,118.075,1.05805e+06
