Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,730765,0.923843,747453975824,439,459010800,100174,134863216640,92,123599296,493.771,1.05625e+06
1.6384e+07,1461911,0.923905,1495025611336,464,491154872,200470,269848698880,41,54880576,493.163,1.05607e+06
2.4576e+07,2192203,0.923338,2240935631784,499,517084248,298840,402202918912,39,50106368,489.441,1.05547e+06
3.2768e+07,2921861,0.922917,2986326386096,341,380856912,397025,534337859584,74,97585472,487.64,1.05523e+06
4.096e+07,3653184,0.922968,3733149923424,461,493832096,495909,667405086720,67,88144192,488.278,1.05502e+06
4.9152e+07,4383482,0.922832,4479010035816,454,494196632,593967,799366025216,123,168200512,487.273,1.05489e+06
5.7344e+07,5113766,0.922807,5225348749120,534,563947712,694262,934329614336,70,93110272,487.969,1.05496e+06
6.5536e+07,5845482,0.92303,5973502426848,478,515252512,795599,1070633914368,112,151059584,489.618,1.05512e+06
7.3728e+07,6574963,0.922879,6718913793128,447,469099416,894710,1204030308352,54,71481664,489.862,1.0551e+06
8.192e+07,7305580,0.922908,7465736606848,399,420064128,993248,1336567349248,59,78303232,489.631,1.05509e+06
