Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,730937,0.911959,747077043904,30,28043584,0,0,0,0,31.2947,1.02208e+06
1.6384e+07,1462157,0.912266,1494657149344,42,37455456,0,0,0,0,31.5208,1.02222e+06
2.4576e+07,2192813,0.911935,2241171082624,52,54948480,0,0,0,0,31.5346,1.02205e+06
3.2768e+07,2924350,0.912104,2988784020480,48,48710656,0,0,0,0,31.5285,1.02203e+06
4.096e+07,3656436,0.912394,3737164472000,43,43282752,0,0,0,0,31.7608,1.02208e+06
4.9152e+07,4388354,0.9125,4485119702048,47,50330592,0,0,0,0,31.8067,1.02205e+06
5.7344e+07,5118195,0.912197,5230902037952,8,7148096,0,0,0,0,31.8035,1.02202e+06
6.5536e+07,5848547,0.912048,5977199857152,39,33563136,0,0,0,0,31.6572,1.022e+06
7.3728e+07,6579922,0.912079,6724578182400,30,28928768,0,0,0,0,31.6817,1.02198e+06
8.192e+07,7310653,0.912004,7471133003264,28,27173376,0,0,0,0,31.6295,1.02195e+06
