Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,732840,0.913625,748441713600,19,20776000,19231,25690468352,0,0,28.2942,1.02933e+06
1.6384e+07,1463601,0.91267,1495319211040,29,24982496,37792,50428817408,0,0,27.9202,1.02954e+06
2.4576e+07,2193533,0.912048,2241449997696,28,25361024,55886,74594279424,0,0,27.795,1.02962e+06
3.2768e+07,2923022,0.911578,2987057520704,39,38772672,74043,98827120640,0,0,27.6236,1.02964e+06
4.096e+07,3654126,0.911634,3734054018848,18,15921376,92858,123923124224,0,0,27.6692,1.02962e+06
4.9152e+07,4385169,0.911592,4480659144000,24,21365440,111553,148870746112,0,0,27.6679,1.02953e+06
5.7344e+07,5116039,0.911569,5227302373824,14,13067840,129889,173388955648,0,0,27.6483,1.0295e+06
6.5536e+07,5846297,0.911491,5973544752832,24,22309184,148248,197896228864,0,0,27.5966,1.02951e+06
7.3728e+07,6578773,0.911718,6721911197504,17,18370752,167248,223215976448,0,0,27.6792,1.02951e+06
8.192e+07,7309110,0.911652,7468253714240,12,11225280,185882,248072921088,0,0,27.679,1.02953e+06
