Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,647552,0.833245,662104518336,82009,83805651264,0,0,0,0,40902.2,1.02241e+06
1.6384e+07,1295160,0.833141,1324011681232,164243,167696431664,0,0,0,0,82055.3,1.02214e+06
2.4576e+07,1944900,0.833922,1988225158792,246695,251673543032,0,0,0,0,123199,1.02204e+06
3.2768e+07,2593509,0.833943,2651046575184,329216,336183514032,0,0,0,0,164436,1.02207e+06
4.096e+07,3242896,0.834246,3315232150224,411598,420662267184,0,0,0,0,205635,1.02227e+06
4.9152e+07,3891981,0.834261,3978366186496,493471,504284421120,0,0,0,0,246775,1.02216e+06
5.7344e+07,4539613,0.834008,4639757730072,575799,588462927592,0,0,0,0,287904,1.02205e+06
6.5536e+07,5187683,0.833945,5302105060792,657706,672180460104,0,0,0,0,329013,1.02205e+06
7.3728e+07,5836598,0.83396,5964990543272,739247,755424438872,0,0,0,0,370077,1.02199e+06
8.192e+07,6485703,0.834027,6628397785072,821383,839506481168,0,0,0,0,411093,1.02201e+06
