Time,Server_no,Pending_Requests,Pending_req_size,Processed Requests,Processed req size,# Requests Forwarded,Size of Requests Forwarded,# Forwarded Requests Received,Size of Forwarded Requests Received,# Pending Forwarded Requests Received,Size of Pending Forwarded Requests Received,Utilization,Busy Time,Average Service Rate,Average # requests in system,Average Response Time,Average Response Size
8.192e+06,0,81997,83795653376,64066,65535511808,0,0,0,0,0,0,0.999993,8.19194e+06,0.00782061,40892.2,2.2938e+06,1.02238e+06
8.192e+06,1,0,0,145724,148950097920,0,0,0,0,0,0,0.790538,6.47609e+06,0.0225018,2.51472,141.866,1.02214e+06
8.192e+06,2,3,1966480,145890,149292437104,0,0,0,0,0,0,0.792355,6.49098e+06,0.0224758,2.52436,142.244,1.02331e+06
8.192e+06,3,5,4148880,145861,149047931248,0,0,0,0,0,0,0.791058,6.48034e+06,0.0225082,2.46935,139.18,1.02184e+06
8.192e+06,4,4,3882528,146011,149278540256,0,0,0,0,0,0,0.792282,6.49037e+06,0.0224966,2.4868,140.017,1.02238e+06
1.6384e+07,0,164238,167692886784,128149,131071511808,0,0,0,0,0,0,0.999996,1.63839e+07,0.00782162,82045.3,4.59434e+06,1.02181e+06
1.6384e+07,1,1,516736,291320,297660329344,0,0,0,0,0,0,0.789902,1.29418e+07,0.0225101,2.47341,139.605,1.02176e+06
1.6384e+07,2,3,2265752,291438,298087488872,0,0,0,0,0,0,0.791035,1.29603e+07,0.0224869,2.50847,141.519,1.02281e+06
1.6384e+07,3,1,762392,291854,298412240360,0,0,0,0,0,0,0.791897,1.29744e+07,0.0224945,2.50259,140.989,1.02247e+06
1.6384e+07,4,0,0,292399,298780110848,0,0,0,0,0,0,0.792874,1.29904e+07,0.0225088,2.51619,141.488,1.02182e+06
2.4576e+07,0,246685,251663356672,192309,196607511808,0,0,0,0,0,0,0.999998,2.45759e+07,0.00782509,123189,6.89664e+06,1.02113e+06
2.4576e+07,1,7,7439784,438015,447628892760,0,0,0,0,0,0,0.791916,1.94621e+07,0.022506,2.4988,140.698,1.02195e+06
2.4576e+07,2,2,1504184,438001,447969856584,0,0,0,0,0,0,0.792519,1.9477e+07,0.0224882,2.50918,141.287,1.02276e+06
2.4576e+07,3,1,1242392,437977,447778372328,0,0,0,0,0,0,0.79218,1.94686e+07,0.0224966,2.50831,141.247,1.02238e+06
2.4576e+07,4,0,0,438598,448240525312,0,0,0,0,0,0,0.792998,1.94887e+07,0.0225052,2.52286,141.862,1.02198e+06
3.2768e+07,0,329211,336180204288,256578,262143511808,0,0,0,0,0,0,0.999998,3.27679e+07,0.00783015,164426,9.20107e+06,1.0214e+06
3.2768e+07,1,2,1293128,583913,596736873656,0,0,0,0,0,0,0.791781,2.59451e+07,0.0225057,2.50124,140.863,1.02196e+06
3.2768e+07,2,1,611360,584107,597107010528,0,0,0,0,0,0,0.792272,2.59612e+07,0.0224993,2.50051,140.775,1.02226e+06
3.2768e+07,3,1,631424,584191,597310102912,0,0,0,0,0,0,0.792542,2.597e+07,0.0224948,2.51409,141.517,1.02246e+06
3.2768e+07,4,1,773832,584720,597749076280,0,0,0,0,0,0,0.793124,2.59891e+07,0.0224987,2.52782,142.159,1.02228e+06
4.096e+07,0,411586,420650943232,320731,327679511808,0,0,0,0,0,0,0.999999,4.09599e+07,0.00783036,205625,1.14996e+07,1.02187e+06
4.096e+07,1,1,966352,730450,746624770352,0,0,0,0,0,0,0.792528,3.24619e+07,0.0225017,2.51118,141.314,1.02214e+06
4.096e+07,2,1,827400,731339,747688722424,0,0,0,0,0,0,0.793657,3.25082e+07,0.0224971,2.52152,141.721,1.02236e+06
4.096e+07,3,4,3224472,729993,746582297704,0,0,0,0,0,0,0.792483,3.24601e+07,0.0224889,2.50992,141.33,1.02272e+06
4.096e+07,4,6,6305728,730383,746656847936,0,0,0,0,0,0,0.792562,3.24633e+07,0.0224987,2.51976,141.806,1.02228e+06
4.9152e+07,0,493460,504274723584,384974,393215511808,0,0,0,0,0,0,0.999999,4.91519e+07,0.00783233,246765,1.38017e+07,1.02169e+06
4.9152e+07,1,2,1350192,876416,895649076688,0,0,0,0,0,0,0.792262,3.89413e+07,0.0225061,2.50911,141.217,1.02194e+06
4.9152e+07,2,0,0,877562,897238241280,0,0,0,0,0,0,0.793668,3.90104e+07,0.0224956,2.5251,141.929,1.02242e+06
4.9152e+07,3,6,5736784,876512,896293443248,0,0,0,0,0,0,0.792832,3.89693e+07,0.0224924,2.50856,141.17,1.02257e+06
4.9152e+07,4,3,2610560,876517,895969913472,0,0,0,0,0,0,0.792546,3.89552e+07,0.0225006,2.51802,141.7,1.02219e+06
5.7344e+07,0,575793,588458009344,449247,458751511808,0,0,0,0,0,0,0.999999,5.73439e+07,0.00783425,287894,1.61044e+07,1.02163e+06
5.7344e+07,1,3,3214472,1022695,1044965385080,0,0,0,0,0,0,0.792293,4.54333e+07,0.0225098,2.51262,141.385,1.02178e+06
5.7344e+07,2,0,0,1023243,1046085115904,0,0,0,0,0,0,0.793142,4.5482e+07,0.0224978,2.51727,141.57,1.02232e+06
5.7344e+07,3,2,1691712,1022165,1044861358016,0,0,0,0,0,0,0.792215,4.54288e+07,0.0225004,2.50321,140.93,1.0222e+06
