Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,730146,0.922158,745867716168,330,339388856,62121,82510217216,0,0,345.35,1.04507e+06
1.6384e+07,1460505,0.922504,1492385995304,385,391005656,125145,166252154880,0,0,347.621,1.04553e+06
2.4576e+07,2192551,0.923233,2240638451960,341,352243464,188578,250526609408,0,0,348.606,1.04573e+06
3.2768e+07,2922711,0.923048,2986821506592,357,369584608,251615,334379880448,0,0,348.801,1.04579e+06
4.096e+07,3654651,0.923263,3734539130360,380,387394056,314396,417827704832,0,0,349.055,1.0457e+06
4.9152e+07,4387001,0.923638,4483564324848,337,345331728,378123,502538870784,0,0,349.787,1.04589e+06
5.7344e+07,5117195,0.923374,5229087821976,405,394010472,440621,585564676096,0,0,349.602,1.04572e+06
6.5536e+07,5847607,0.923258,5975224402560,378,386919808,503917,669668802560,0,0,350.052,1.0457e+06
7.3728e+07,6577840,0.923268,6722211522360,417,419133640,567381,754092445696,0,0,350.407,1.04585e+06
8.192e+07,7307992,0.923198,7468460294720,388,385621440,630506,837993897984,0,0,350.393,1.04587e+06
