Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,592697,0.790068,647223781728,136930,98501809824,363898,483636133888,190,252252160,69213.7,1.26774e+06
1.6384e+07,1186913,0.790957,1295903394144,274616,197060556448,728727,968469008384,186,245514240,137493,1.26754e+06
2.4576e+07,1782716,0.792195,1946899040608,410557,294191380128,1095379,1455638396928,195,259256320,205899,1.26754e+06
3.2768e+07,2376500,0.792044,2595368757600,545686,390818375328,1459919,1940234571776,170,225714176,273922,1.26767e+06
4.096e+07,2971891,0.792457,3245902928224,681362,487894812320,1826284,2426922577920,169,219549696,341821,1.26759e+06
4.9152e+07,3566451,0.792508,3895334660448,816744,584729073312,2191481,2912553316352,197,258555904,409670,1.26772e+06
5.7344e+07,4160287,0.79247,4544337262944,953412,682132141728,2556397,3397694595072,180,237232128,477618,1.26774e+06
6.5536e+07,4754147,0.792395,5193039313248,1090345,779766363808,2921203,3882594009088,205,274595840,545633,1.26773e+06
7.3728e+07,5350219,0.792678,5844259584352,1225393,876244108960,3287975,4369948545024,190,248860672,613624,1.26771e+06
8.192e+07,5945799,0.792851,6495039277408,1362190,973928466080,3654245,4856886566912,186,247189504,681667,1.26775e+06
