Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,729657,0.910435,745828248960,45,42775168,17935,23915794432,0,0,26.9721,1.02963e+06
1.6384e+07,1459636,0.910492,1491750309664,11,10498272,36200,48298692608,0,0,27.0466,1.02956e+06
2.4576e+07,2189789,0.910615,2237927159552,31,27150592,54525,72782045184,0,0,27.21,1.02958e+06
3.2768e+07,2921401,0.911101,2985495068864,32,27438912,73388,97958674432,0,0,27.4252,1.0296e+06
4.096e+07,3652371,0.911225,3732376002112,8,7086528,92146,123040780288,0,0,27.4323,1.02962e+06
4.9152e+07,4384053,0.911463,4480025092992,64,63814784,111231,148506828800,0,0,27.5647,1.02964e+06
5.7344e+07,5114627,0.911494,5226870522720,18,17333408,130024,173558837248,0,0,27.5886,1.0297e+06
6.5536e+07,5843963,0.911351,5972627279200,53,53240480,148383,198038982656,0,0,27.5443,1.02976e+06
7.3728e+07,6574615,0.911337,6719105144384,44,43755968,166834,222657912832,0,0,27.5404,1.02971e+06
8.192e+07,7305893,0.911419,7466346554912,14,12978656,185680,247796981760,0,0,27.5726,1.02971e+06
