Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,731163,0.911366,746590934944,12,9611360,0,0,0,0,30.9597,1.0211e+06
1.6384e+07,1461666,0.911495,1493393157440,32,33424064,0,0,0,0,31.1628,1.02171e+06
2.4576e+07,2192994,0.911944,2241192788704,39,36400416,0,0,0,0,31.4015,1.02198e+06
3.2768e+07,2924839,0.912233,2989204390912,60,57314304,0,0,0,0,31.4546,1.02201e+06
4.096e+07,3655711,0.912146,3736148473408,25,22206912,0,0,0,0,31.5151,1.022e+06
4.9152e+07,4385919,0.911889,4482114940800,25,18935936,0,0,0,0,31.4698,1.02193e+06
5.7344e+07,5116028,0.911684,5227959269696,20,15607488,0,0,0,0,31.4829,1.02188e+06
6.5536e+07,5847011,0.911691,5974858929472,24,20609728,0,0,0,0,31.5494,1.02186e+06
7.3728e+07,6578109,0.911647,6721394235680,38,35419872,0,0,0,0,31.5462,1.02178e+06
8.192e+07,7308833,0.911684,7468514367424,34,33265728,0,0,0,0,31.5854,1.02185e+06
