Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,730846,0.911744,746900347744,38,36000928,18935,25252663296,0,0,28.0366,1.02983e+06
1.6384e+07,1461063,0.911261,1493009696608,22,19085472,37697,50298519552,0,0,27.7914,1.02972e+06
2.4576e+07,2192351,0.911668,2240515607072,32,34194912,56405,75294498816,0,0,27.7721,1.02982e+06
3.2768e+07,2923835,0.911873,2988025058144,23,21331104,75049,100162297856,0,0,27.7529,1.02978e+06
4.096e+07,3654430,0.911825,3734836574464,21,17987328,93773,125148442624,0,0,27.7072,1.02982e+06
4.9152e+07,4384749,0.911789,4481624618464,39,39635488,112276,149868392448,0,0,27.6778,1.0299e+06
5.7344e+07,5115551,0.911755,5228365811776,36,35450816,131112,174988042240,0,0,27.7114,1.02986e+06
6.5536e+07,5846038,0.911709,5974977217440,20,16755808,149425,199449341952,0,0,27.6728,1.02985e+06
7.3728e+07,6577231,0.911756,6722194294976,23,19048256,168354,224713355264,0,0,27.7325,1.02984e+06
8.192e+07,7309208,0.911831,7469718848256,36,39329024,187084,249736794112,0,0,27.7765,1.02977e+06
