Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,731076,0.91214,747225404576,44,41692000,7898,10538422272,0,0,27.8028,1.02542e+06
1.6384e+07,1462401,0.912246,1494623533024,21,19830816,15909,21195374592,0,0,27.9279,1.02537e+06
2.4576e+07,2192196,0.911552,2240229397440,25,22608960,23805,31707742208,0,0,27.8159,1.02524e+06
3.2768e+07,2921147,0.910867,2984728523456,23,16960832,31755,42276679680,0,0,27.697,1.02509e+06
4.096e+07,3651068,0.910864,3730900215584,21,19257568,39739,52907155456,0,0,27.6651,1.0252e+06
4.9152e+07,4381382,0.910957,4477536785280,9,7978112,47667,63443169280,0,0,27.7002,1.02527e+06
5.7344e+07,5112844,0.911191,5225136094944,19,17989920,55627,74042073088,0,0,27.767,1.02529e+06
6.5536e+07,5842679,0.911124,5971139093888,37,35883648,63513,84540723200,0,0,27.7607,1.02531e+06
7.3728e+07,6573448,0.911027,6716818946432,26,22042240,71402,95034322944,0,0,27.7404,1.02513e+06
8.192e+07,7304550,0.911121,7463903925312,63,56015808,79438,105728589824,0,0,27.7863,1.02514e+06
