Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,1526229,0.763116,625144278400,3,348800,5471,2240921600,0,0,10.1102,409600
1.6384e+07,3052408,0.763102,1250266868000,21,8050400,10933,4478156800,0,0,10.084,409600
2.4576e+07,4579195,0.763199,1875638952000,2,139200,16439,6733414400,0,0,10.081,409600
3.2768e+07,6103096,0.762887,2499829133600,7,1855200,21915,8976384000,0,0,10.0719,409600
4.096e+07,7630022,0.763002,3125258022400,23,8409600,27373,11211980800,0,0,10.0801,409600
4.9152e+07,9155500,0.762959,3750093624000,10,3272000,32927,13486899200,0,0,10.0783,409600
5.7344e+07,10678955,0.762783,4374100520800,11,3952800,38517,15776563200,0,0,10.0675,409600
6.5536e+07,12206051,0.762878,4999598986400,7,2370400,43990,18018304000,0,0,10.0706,409600
7.3728e+07,13731193,0.762844,5624297513600,9,2825600,49577,20306739200,0,0,10.074,409600
8.192e+07,15259505,0.762975,6250294124000,15,5268000,55074,22558310400,0,0,10.0848,409600
