Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,730250,0.922634,746315137248,127,122576672,106971,144097705984,0,0,118.597,1.05832e+06
1.6384e+07,1462109,0.92337,1494016833016,121,120158728,214825,289337843712,0,0,119.116,1.05829e+06
2.4576e+07,2192222,0.923179,2240486101472,121,123592224,320556,431689216000,0,0,118.463,1.05828e+06
3.2768e+07,2924163,0.923549,2988708977504,121,119440544,428231,576631783424,0,0,118.699,1.05836e+06
4.096e+07,3655916,0.923712,3736653145048,107,111041576,535886,721510752256,0,0,118.864,1.0584e+06
4.9152e+07,4386758,0.923672,4483754944688,106,106133328,642212,864702750720,0,0,118.727,1.05839e+06
5.7344e+07,5116677,0.923355,5228959052512,166,170585376,747784,1006771187712,0,0,118.573,1.05817e+06
6.5536e+07,5846592,0.923252,5975180840960,210,212164608,854234,1150156550144,0,0,118.527,1.05821e+06
7.3728e+07,6577203,0.923278,6722297251432,106,99510680,961914,1295141367808,0,0,118.659,1.0583e+06
8.192e+07,7305961,0.922985,7466453518944,96,96253344,1066850,1436415340544,0,0,118.498,1.05816e+06
