Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,1527975,0.763988,625859317600,27,10301600,0,0,0,0,10.2187,409600
1.6384e+07,3052675,0.763169,1250376318400,5,1409600,0,0,0,0,10.144,409600
2.4576e+07,4580312,0.763386,1876096760800,14,4768800,0,0,0,0,10.1581,409600
3.2768e+07,6107408,0.763426,2501595072000,9,2931200,0,0,0,0,10.1591,409600
4.096e+07,7634197,0.76342,3126967930400,11,3666400,0,0,0,0,10.1557,409600
4.9152e+07,9162422,0.763535,3752928856800,8,2471200,0,0,0,0,10.1545,409600
5.7344e+07,10687210,0.763372,4377482276800,18,6312000,0,0,0,0,10.1429,409600
6.5536e+07,12213005,0.763313,5002447609600,11,3744000,0,0,0,0,10.1398,409600
7.3728e+07,13739199,0.763289,5627576536000,5,1422400,0,0,0,0,10.139,409600
8.192e+07,15263155,0.763158,6251789532800,12,3670400,0,0,0,0,10.1331,409600
