Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,1525602,0.762801,624886646400,3,1161600,10687,4377395200,0,0,10.0939,409600
1.6384e+07,3051392,0.762849,1249851082400,12,3996000,21740,8904704000,0,0,10.1221,409600
2.4576e+07,4580519,0.76342,1876181958400,13,3948800,32612,13357875200,0,0,10.1539,409600
3.2768e+07,6106810,0.763351,2501349963200,11,3918400,43723,17908940800,0,0,10.1624,409600
4.096e+07,7633726,0.763373,3126775092000,19,6860000,54910,22491136000,0,0,10.1748,409600
4.9152e+07,9161249,0.763438,3752448265600,4,963200,65866,26978713600,0,0,10.1788,409600
5.7344e+07,10686527,0.763323,4377202197600,15,5405600,76459,31317606400,0,0,10.1734,409600
6.5536e+07,12213146,0.763322,5002505093600,10,3604000,87582,35873587200,0,0,10.1731,409600
7.3728e+07,13739755,0.76332,5627803712000,3,1164800,98625,40396800000,0,0,10.1688,409600
8.192e+07,15265725,0.763286,6252841795200,5,1212800,109417,44817203200,0,0,10.1668,409600
