Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,649506,0.834983,663742108712,82612,84376116184,0,0,0,0,41219.8,1.02185e+06
1.6384e+07,1297887,0.834225,1326055336312,165056,168766125704,0,0,0,0,82671,1.02179e+06
2.4576e+07,1946894,0.834387,1989538349384,246670,251902807736,0,0,0,0,123794,1.02183e+06
3.2768e+07,2595793,0.834336,2652527405456,329001,336410924656,0,0,0,0,164779,1.02193e+06
4.096e+07,3245736,0.834684,3317297360544,410606,419691622752,0,0,0,0,205773,1.02206e+06
4.9152e+07,3894181,0.834495,3979685679624,493174,504251203064,0,0,0,0,246797,1.02201e+06
5.7344e+07,4543133,0.834479,4642862676520,575167,588359034328,0,0,0,0,287841,1.02206e+06
6.5536e+07,5191137,0.834327,5304984854608,657602,672402472880,0,0,0,0,328927,1.022e+06
7.3728e+07,5839743,0.834274,5967653733096,739427,755738041624,0,0,0,0,369988,1.02192e+06
8.192e+07,6488179,0.834239,6630404770000,821022,839030314800,0,0,0,0,411026,1.02192e+06
